"sequence","legacy_sha","public_sha","author_date","subject"
"147","ea1733f4b5d1c0256694af411ab58d5c64075260","40c5ed75d4f9ac160005f7cc8f3bcba10371e37c","2026-07-23T14:38:43+08:00","Stream Stage 5.2 screening evidence by column"
"148","8f148d925bd9b9d48cf5f122b19818add91392ac","1dd0f3ab5bd2a5a51b3c64f78d62bd0c1dfb0e4a","2026-07-23T14:59:21+08:00","Keep Stage 5.2 definition work on writer"
"149","03dac6f64d8a04a9b0064263e5c32a0e3caddd47","5fb9269f059e7e045d9f8790e5fb4a09ebbd972c","2026-07-23T15:20:32+08:00","Raise Stage 5.2 persistence gate to 36 percent"
"150","08d5d7fd2c22d609abf570bf9b3235d251f28c92","38eab59919d611f6a3de5a30ca24ba4c6080d198","2026-07-23T15:34:17+08:00","Replay prepared screening ledger tokens exactly"
"151","93a2bd4c6bce1c0932137db33e08f131565d2099","eb6ab5ac5f6511c5e76638f1d5ac0995e16154f6","2026-07-23T15:58:53+08:00","Bind Stage 5.2 provenance to frozen producer runtime"
"152","0c6bb586efc3486d9c218987cd6c0f30eeaa41d2","40ec22ac5173dd02fc00791ae49b3ff928b0becb","2026-07-23T16:56:12+08:00","Canonicalize native screening diagnostic roundoff"
"153","fdc722764eb1eac9681624b58f36f724da6876c7","f81306eb711a43edc49c98d844db11cd49019218","2026-07-23T17:30:06+08:00","Overlap Stage 5.2 trace preparation with persistence"
"154","caa1b668d05120bc33822968e8588e43a3daf860","c6079166a53b8c35052a67fea1d880e63f6e966c","2026-07-23T18:13:25+08:00","Correct Stage 5.2 overlap attribution"
"155","c9cc8bc831a4e745c4f8c102168c9f04c8d4d538","51637de04fc2018b916a85ac9661a30027e96dec","2026-07-23T21:14:08+08:00","Reduce Stage 5.2 benchmark persistence overhead"
"156","90c36ff019ee19c3dc139ca269f699a9c7ad085a","1e5d86d17f3c5d90422d041906f2df910a69a72e","2026-07-23T21:44:05+08:00","Stream Stage 5.2 route evaluations as typed rows"
"157","4be5425db78f659b2d558222dd318b720ff5bb4f","1ad41488fe5f3f262a9c675c7b0c943d19b23143","2026-07-23T22:14:44+08:00","Pack Stage 5.2 sparse events into native columns"
"158","9386d0eeed0bcdc85e9bcd7e0687a215b85b2685","c923b28a9b179009827601337360efda7b7f5450","2026-07-23T23:04:43+08:00","Pack Stage 5.2 screening transactions natively"
"159","01a9f87bd40be77ffefec5cbed4b8a47baedf37b","d630e7c1a4fa45c259eccda069ddb1c45a31ddad","2026-07-23T23:11:21+08:00","Normalize Stage 5.2 Windows edition locale"
"160","24c6b3d5f3275997d2329ba03b1a6243ddb7c63f","1024569a8fae3fb3be4d150dd3d3e386e4470d35","2026-07-23T23:32:52+08:00","Eliminate duplicate Stage 5.2 definition payloads"
"161","7a8c0edbbd26625df28eb36b700d147529ad9310","3501984c4e83ccf54be9daa6bc83631aa3dcbdbc","2026-07-24T00:06:14+08:00","Reduce Stage 5.2 route persistence overhead"
"162","fe35cd97169172db6b6ecb644a889a3c51837c2e","8090e3be0320d86889f1e24ff946d012211b1832","2026-07-24T01:37:00+08:00","Optimize exact Stage 5.2 screening identity cache"
"163","9d72dd938737339918590bead6a09ea1baf5c18e","eb4ed1810841b4e479866a83114b84068aff69e4","2026-07-24T02:03:45+08:00","Stabilize Stage 5.2 high-volume row groups"
"164","c17e0dc31beb4254807e01cc3ba89ae9a419a413","7adce71575b40681eea205906d53e7a3b4fbdcdc","2026-07-24T03:07:25+08:00","Reuse exact negative screening evidence identity"
"165","9834400fd3b08731fd18079d64ac91c948400045","07725c3e37d89901f1830c6851cff65c216e8d6f","2026-07-24T03:22:33+08:00","Stabilize Windows runtime identity across locales"
"166","72651daf10f8f5a2977e4d4eee85cbfef4796475","731bedd79a48c46fb83f04971bfadf52eea9e5c0","2026-07-24T03:43:56+08:00","Persist complete global-best route identity"
"167","2bf676ab0fd39ec2be040217339f4216e04f1c60","a5cc39d4efdefcf0ed052e6e93819ed7eaf1c03b","2026-07-24T04:25:20+08:00","Audit Stage 5.2 deadlines per lane"
"168","0df1cd2e10217749f80d5bcc0580dd84657606ae","93e8b7b1fc163be65e492e6ad367c756c87c2d74","2026-07-24T04:54:22+08:00","Use shared Stage 5.2 volume probing"
"169","126a36c0cd0f646347b9803e1ed04f9d59ed2b78","f50fdca5c97172aaedb70344fa5c6f8d1869193e","2026-07-24T05:25:33+08:00","Replay Stage 5.2 capacity reserves from config"
"170","11b674a34999094feba01d1998abe766fa6b9ba9","c71924beb3ca0580e190a2bcc00d276f97d0cf3c","2026-07-24T05:55:02+08:00","Package Stage 5.2 reviewer publication tools"
"171","d426149b7079e10a6407bfa6257bda9c8fc16f65","b9cba85af5df10e71ccb7aac28bb10318f76db50","2026-07-24T06:21:25+08:00","Require Stage 5.2 source snapshot campaign gate"
"172","d176124109c993af6042ca9bd0dcaeb84ec59ce1","0d41061e3e1f65eebf063da16378a4930c69d6b9","2026-07-24T06:51:00+08:00","Verify Stage 5.2 campaign review surface by component"
"173","8023a158b165bd51d763ce99928e3e24f1b49b84","25942a59564aadf208506bbd83ba99c2f68d767d","2026-07-24T07:08:10+08:00","Publish Stage 5.2 campaign optimization profile"
"174","6433e728e165e813eb989ba205fe2ef3a3c9c755","a6b07664bd9a766ea60414727ccdf3ec9498a223","2026-07-24T08:10:22+08:00","Interrupt Stage 5.2 exact transactions at deadline"
"175","8835fb4f10d5a249236d2234a91325ed8af879b5","6555b0166f8895061db478cfbf3e330a274a00d3","2026-07-24T09:17:47+08:00","Correct Stage 5.2 campaign runtime load gate"
"176","4889ad2297e915ba17013c372b759ba16d4704ae","4a166b250479d361f90405c7ad5e64ccd2457fe3","2026-07-24T09:41:24+08:00","Allow audited G-only campaign successors"
"177","082d51f5d19e8848bc55067e896929431c4fee1c","01a0708275fb5e17cc4c60ccb83108e346c1ce3e","2026-07-24T11:22:45+08:00","Serialize Stage 5.2 artifact spill handoff"
"178","e053ba2ef8ab24942bfe02ba2c4c7f8925ffc354","e9ab5e3a6fcd211c1568c5ee0f8eef5608e42646","2026-07-25T13:08:26+08:00","fix(stage052): guard WSL page-cache advisory"
"179","2ef03bb7ec4cd5f7a841c7d177a6f087415bdbbc","1357372c637741c1e1f70b6a37ec9e871294c623","2026-07-25T13:08:35+08:00","fix(stage052): isolate campaign shard replay"
"180","cce91dd2aacf96f6a558d668e1304e270e35546a","7624bb6e1d7d148eb99401ef44a7ff72896af148","2026-07-25T13:30:55+08:00","fix(stage052): attest archive disk migration"
"181","3898e018bc2b85ebefd8a131739ff15f2129591b","ecf8aa834ce3d7f5ebdb4eb7e94a1f14a6b19bd9","2026-07-25T13:49:16+08:00","fix(stage052): separate producer review provenance"
"182","d5be0db1b31118eb5ef894bbfec21ba03de6570f","3f07a9ee183498120d5638ca1a9645908d9dd5b1","2026-07-25T14:02:54+08:00","fix(stage052): bind migration to pilot review"
"183","7795f9291dffd3ea6da4085e4a4983ab5d40c6b7","460b1f774b22bea498bbcf597be7c5dc4045036a","2026-07-25T14:18:43+08:00","fix(stage052): preserve interrupted review binding"
"184","1f0ef3df83ff8388535d3791bc8741d29edbe292","d9c13514ffef1760b4f0a30375b9b53369704921","2026-07-25T14:37:41+08:00","fix(stage052): admit reviewer-only successor paths"
"185","de1ed5752f71039d04aa507f3e0692bd992a0454","e1f8229a05b7f5520805fc7f66b2215f497e3bd3","2026-07-25T14:50:55+08:00","fix(stage052): bind runtime selection to disk migration"
"186","1cb94c97cddf7b60d77591c2a7d81716cfec38de","0fa8f05096abcb2f7c58a9e20ac83dd3dfe7ce38","2026-07-25T14:55:41+08:00","fix(stage052): normalize WSL memory selection"
"187","201f5e7367a2ab32e22bced237d579cc05e549a6","6b9f432c476b8aac8f4d323d58309c39ce371c1b","2026-07-25T15:05:46+08:00","docs(stage052): retain formal startup failures"
"188","c60ab4daf7c7d687c1ccd8fdc548c2ae60cd449a","2f7f36bdd3269062d9fa6135a654b309901414b1","2026-07-25T17:11:21+08:00","fix(stage052): gate runtime CPU on full windows"
"189","edd4aa64b67c0d9521529ae52101f93ff2ab7a99","7c926d6e02ee3114441ea609a9419937a6627ba8","2026-07-25T17:29:10+08:00","fix(stage052): bind migrated successor pilot evidence"
"190","59330d6b9e4e3478f6c89a186950820e1eb3eaf2","0f14f0d9f4d67a20f3ebe0146d60cbf6abce9461","2026-07-25T17:52:29+08:00","fix(stage052): replay migration evidence for successor review"
"191","2c63173bdc3aafff5da00a2e329de9682ee88e2c","c686e72ca16f004d45f217017a50cad2c14c88a8","2026-07-25T17:59:14+08:00","fix(stage052): normalize migrated reviewer runtime"
"192","a1900d35a1a7d9e1e758d68139fa6de01cfc6eec","e6a53053ea14f9e1f213bbc836acd7b480c09f21","2026-07-26T05:07:20+08:00","fix(stage052): recycle formal shard workers"
"193","8125b49c37275633eb02a36db97b0a7cb692d395","94536c09c9f8de829138d7636db362db7c99d9ad","2026-07-26T05:28:04+08:00","test(stage052): keep campaign regression in G scope"
"194","6909e31ab797427f359545f3321ed09bca7b0392","c0767fdb9a96d4905a60e975ff0d64345276e99e","2026-07-26T05:40:40+08:00","perf(stage052): warm fresh shard artifact workers"
"195","08df7bd11db27ba673952fdace280ffcf795345b","26a787a95ecc611a124ceb6815bb458afbe8eec5","2026-07-26T06:06:08+08:00","fix(stage052): honor pause-aware campaign deadlines"
"196","299bed640175224f2ff1034693fed1b41a7af484","d32efea2d16fb4d8fab3c242a51b61a40e30da28","2026-07-26T06:20:25+08:00","fix(stage052): reconcile pre-invocation deadline interrupts"
"197","ed7430496019e40b2a1577b8406f94b6ccca212d","6e81e91aa75dba4dffaa1c89a168f0d90ee250df","2026-07-26T06:32:15+08:00","fix(stage052): replay interrupted exact deadlines"
"198","51d7c6a55b12b7ccba4a0612241aaeeff2577291","b55e730680c43bdba602d80cf6f8d9ec5a471436","2026-07-26T07:15:55+08:00","fix(stage052): isolate fresh workers in waves"
"199","9af8f042c3224c23f9c299bda26d038bb739939d","4531271b66102607e2323e84280bb3defed6fcc8","2026-07-26T10:14:52+08:00","fix(stage052): match runtime load gate to host"
"200","4973a3f21667333cdd3028c04e90d6a025023c3c","c22f57970cfd29181f66ebc613d196a85ac5e051","2026-07-26T18:22:25+08:00","fix(stage052): reject late candidate commits"
"201","8267475d4048adac88b05df604aa1cfdc4423c3a","775789b9261ca40de929c2ed7be70a51c6bdffa2","2026-07-26T18:39:41+08:00","fix(stage052): pin producer deadline exception"
"202","0de25f0ac926fd37071e58f91216b6c5d0d4de1c","8d896b4493e69a21ad09ed78f74d80133dee41cc","2026-07-26T19:19:56+08:00","fix(stage052): match runtime guard to host saturation"
"203","1012288283cba69c127c28b509eb4ecb34221baa","65ca7d8ebab46651cc22ced105ef16148bde14fc","2026-07-26T19:40:28+08:00","fix(stage052): separate batch handoff load history"
"204","823d7c860eb6473db46de6f6dff255e6b4ed5698","b98adbe384bd869c3faf6f19badb1a46702d3644","2026-07-27T07:14:23+08:00","Fix Stage 5.2 SQLite scratch transactions"
"205","9e168218d2e0a821bfb31beadc8bf594ba89910d","74b4bf5ba865eaca8db1604d25a5066357313478","2026-07-27T08:01:53+08:00","Prove Stage 5.2 SQLite spill in Pilot"
"206","a8f6d7a1d8758a435d7a270c4f336d2619726089","5b2ef2a46cb8118db261dcdea15e6d9dc94dc256","2026-07-27T08:47:28+08:00","Record Stage 5.2 terminal deadline evidence"
"207","472480dab9bbebae6de93a78091b6ba5bdf6dba6","b1d9d1c6bce4d1bddaa7554cc58f1c7b1e851daa","2026-07-27T11:33:23+08:00","fix(stage052): tolerate bounded host CPU load"
"208","a5cf00f7580fc2632179495a739a110786ace87d","8b1494e0aa6864a88e37ed700cf686d1165a5320","2026-07-27T11:51:44+08:00","fix(stage052): admit campaign config contract test"
